GH,XGH,GA,XGA,Side
0,0.91,1,0.53,1
0,1.78,0,0.92,0
0,0.49,3,2.46,1
1,0.49,0,0.67,0
2,0.89,0,3.20,1
2,0.85,0,0.33,0
2,1.36,1,1.00,1
2,1.91,0,0.38,0
2,1.50,2,0.70,1
2,1.94,2,1.51,0
1,1.82,2,1.86,1
2,2.25,2,1.84,0
0,0.33,0,1.62,1
4,1.67,1,0.99,0
2,2.37,1,2.08,0
0,0.37,0,0.67,1
0,0.78,0,0.27,0
0,0.18,2,1.47,1
3,1.87,2,0.74,0
1,1.41,1,1.44,0
0,0.82,4,1.58,1
0,1.00,1,0.63,0
1,1.36,1,1.36,1
2,1.76,1,2.36,0
0,1.27,1,0.59,1
2,1.75,1,1.74,0
2,3.33,0,0.53,1
2,1.45,3,1.98,0
2,2.03,1,0.71,1
4,1.58,1,1.13,0
3,3.10,0,0.67,1
0,0.79,0,0.15,0
3,1.00,0,0.64,1
3,1.55,1,0.35,1
2,1.25,1,1.26,0
4,1.85,1,0.57,1
3,1.84,3,2.58,0
3,0.94,2,1.80,1
