GH,XGH,GA,XGA,Side
1,1.08,1,0.98,1
2,1.50,0,1.04,0
2,1.50,2,3.40,0
0,1.05,0,1.22,1
0,0.48,0,0.38,0
1,1.04,1,0.40,1
0,1.12,1,0.92,0
1,1.54,1,0.37,1
1,1.18,1,0.97,1
0,0.63,0,0.72,0
0,2.26,1,0.38,1
0,1.61,1,2.19,0
3,2.15,0,0.81,1
2,0.97,0,0.97,0
1,1.44,1,1.65,1
1,1.61,1,2.10,0
2,3.83,1,2.27,1
2,2.59,1,1.06,0
1,3.63,1,0.17,1
1,0.81,2,1.34,0
3,1.63,0,0.93,1
2,1.81,2,3.54,0
0,1.62,0,0.50,1
0,1.44,0,0.24,1
1,1.51,1,0.68,0
2,1.49,0,0.44,1
2,2.26,3,1.12,0
0,0.51,0,0.37,1
0,0.75,1,0.92,0
2,1.77,1,0.85,1
2,1.74,0,2.29,0
3,2.87,1,0.28,1
1,2.03,2,0.27,0
3,1.73,2,2.06,0
0,0.49,1,1.49,1
2,2.42,6,2.61,0
3,1.68,1,0.72,1
0,0.76,2,1.58,0
