GH,XGH,GA,XGA,Side
1,1.40,2,0.41,1
0,1.97,0,0.67,0
0,1.13,1,0.83,1
0,1.22,1,0.53,0
0,0.48,0,0.38,1
0,0.75,3,2.45,0
0,2.91,1,0.85,1
3,2.75,1,1.59,0
1,1.86,1,1.62,1
2,1.98,1,1.09,0
1,1.11,1,0.76,1
2,2.36,2,0.86,0
2,1.21,1,0.99,1
2,1.00,0,0.94,0
2,1.74,3,2.48,1
2,3.99,2,1.65,0
2,1.02,2,1.40,1
0,2.02,0,1.05,0
1,2.92,2,0.85,1
1,1.06,1,0.46,1
3,1.63,0,0.93,0
2,2.80,2,1.35,1
0,0.50,0,1.32,0
3,1.85,0,2.49,1
2,1.71,0,1.41,0
1,1.21,2,1.31,1
0,1.13,2,0.98,0
3,2.68,1,0.18,1
3,1.89,2,2.58,0
4,2.20,4,3.08,1
2,1.80,1,1.89,0
0,0.96,1,1.39,0
2,0.93,1,1.10,1
0,0.84,1,1.06,0
1,1.16,1,1.33,1
3,3.14,2,0.64,0
1,1.36,0,0.24,1
2,2.34,2,0.73,0
