GH,XGH,GA,XGA,Side
1,0.43,1,0.65,1
1,1.84,2,2.62,0
2,0.68,0,0.43,1
3,1.72,2,0.90,0
3,2.13,3,2.16,1
1,1.04,1,0.40,0
1,0.48,1,1.03,1
2,2.24,1,0.90,0
0,0.73,1,0.99,1
4,1.29,0,1.37,1
3,1.86,3,2.25,0
2,0.70,4,2.71,1
2,2.07,1,0.55,0
2,2.39,0,1.24,1
2,1.74,3,2.48,0
0,1.24,0,0.98,1
2,1.56,0,0.52,0
1,2.13,2,2.14,1
4,2.07,2,1.39,0
1,0.81,2,1.34,1
2,1.96,1,0.90,0
1,0.94,0,0.68,1
3,2.65,1,1.11,0
1,1.62,4,2.94,1
0,1.51,0,0.49,0
1,2.67,0,0.56,0
0,0.34,1,1.42,1
2,3.02,0,0.32,0
3,1.89,2,2.58,1
3,3.49,3,1.97,0
3,3.31,1,1.25,1
2,1.75,0,0.62,0
2,1.79,1,0.33,1
1,1.88,1,2.81,0
0,0.39,0,0.28,0
2,1.96,0,0.34,1
3,2.05,1,0.92,0
2,1.86,2,1.33,1
