GH,XGH,GA,XGA,Side
1,2.39,4,3.35,0
0,1.97,0,0.67,1
1,1.18,0,0.78,0
0,1.08,2,2.13,1
2,2.25,6,3.40,0
3,2.29,0,1.55,1
1,0.56,3,1.99,0
2,2.24,1,0.90,1
4,3.22,2,1.90,0
2,1.88,1,1.01,1
0,0.74,0,0.41,0
2,3.95,1,0.69,1
1,1.40,0,0.53,1
1,1.02,1,1.65,0
1,1.44,1,1.65,0
2,2.28,0,0.81,1
1,1.13,1,0.70,0
1,1.57,1,0.76,1
2,1.20,0,0.74,0
2,1.60,0,0.40,0
5,5.03,0,0.30,1
1,0.94,0,0.68,0
2,1.55,2,1.44,1
3,1.85,0,2.49,0
2,1.65,4,1.74,1
2,0.94,1,2.53,0
5,2.89,2,1.23,1
0,0.67,1,1.34,0
0,0.75,1,0.92,1
2,2.03,0,0.59,1
0,1.33,2,2.24,0
3,2.32,2,1.09,1
3,2.73,0,0.63,0
5,3.63,0,0.76,1
1,1.02,0,1.07,0
0,0.30,3,1.29,1
1,1.43,1,0.66,0
2,1.75,0,0.65,1
