GH,XGH,GA,XGA,Side
2,1.16,0,0.19,0
2,1.74,0,0.53,1
0,1.08,0,1.10,1
0,1.08,2,2.13,0
0,0.58,2,1.48,1
1,1.65,1,1.21,0
1,0.48,1,1.03,0
0,1.05,1,0.90,1
1,0.32,2,0.50,0
2,2.53,0,0.55,1
1,1.31,1,0.47,0
0,1.61,1,2.19,1
1,0.76,1,1.81,0
3,1.33,0,0.98,1
1,1.49,1,1.11,0
1,0.36,0,0.61,1
1,1.21,1,0.58,0
1,1.09,2,2.16,1
1,2.92,2,0.85,0
4,2.08,0,0.27,1
2,1.88,0,0.28,0
0,0.58,0,0.37,0
3,2.65,1,1.11,1
2,1.65,2,0.85,0
2,1.18,1,0.72,1
1,0.57,2,1.81,0
2,1.32,1,0.93,1
0,0.51,0,0.37,0
0,0.79,2,1.28,1
1,1.49,1,1.62,0
1,1.29,0,0.75,1
2,1.40,2,1.37,0
3,2.73,0,0.63,1
0,0.57,0,1.54,1
2,2.19,1,0.47,0
2,2.46,0,0.60,1
2,2.53,0,1.24,0
2,2.34,2,0.73,1
