GH,XGH,GA,XGA,Side
0,1.00,3,2.67,0
1,1.84,2,2.62,1
2,1.50,2,3.40,1
1,1.62,0,0.69,0
2,2.25,6,3.40,1
2,1.25,1,1.10,0
2,1.37,1,0.70,1
0,1.05,1,0.90,0
1,3.03,2,1.84,0
2,1.16,0,1.46,1
1,1.11,1,0.76,0
1,1.07,3,1.43,1
2,2.96,2,0.56,0
3,2.15,0,0.95,1
4,4.25,4,2.17,0
0,0.83,5,3.96,1
2,2.52,1,0.89,0
2,1.87,2,1.03,1
1,2.43,0,0.90,0
2,1.43,0,1.50,1
5,5.03,0,0.30,0
0,0.58,0,0.37,1
2,2.08,0,0.27,0
1,1.62,4,2.94,0
1,1.44,2,2.75,1
1,2.26,0,1.75,0
0,1.13,2,0.98,1
1,2.68,1,1.05,0
2,1.15,2,3.00,1
3,1.87,2,1.63,0
2,2.61,2,1.77,1
3,2.87,1,0.28,0
2,2.06,2,2.21,1
4,1.57,0,0.30,1
1,2.39,0,0.84,0
4,3.23,1,1.82,1
1,1.42,2,0.56,0
2,2.75,2,1.77,1
