GH,XGH,GA,XGA,Side
2,2.46,1,1.15,1
2,0.85,2,0.22,1
1,1.45,1,1.96,1
2,1.55,2,0.95,0
0,0.75,3,2.45,1
1,3.06,1,0.89,0
1,1.19,3,2.11,1
1,1.69,1,0.99,0
1,1.35,1,1.24,0
0,0.63,0,0.72,1
1,1.46,0,0.78,0
3,1.10,2,2.05,0
1,0.76,1,1.81,1
3,2.15,0,0.95,0
1,1.80,0,0.15,1
0,0.48,0,0.33,0
1,1.14,1,0.59,1
1,2.13,2,2.14,0
2,1.20,0,0.74,1
1,1.06,1,0.46,0
1,1.09,0,0.32,1
2,1.63,1,1.22,0
0,1.68,0,0.70,1
0,1.16,1,1.37,0
1,1.33,0,0.60,1
2,1.49,0,0.44,0
1,0.59,1,0.88,1
2,1.32,0,1.02,1
1,0.24,2,1.06,0
3,1.87,2,1.63,1
1,1.29,0,0.75,0
3,2.60,2,0.73,1
3,1.94,0,0.54,0
0,0.52,1,0.16,0
1,1.35,1,1.22,1
1,1.16,0,1.34,0
3,2.05,1,0.92,1
2,1.75,0,0.65,0
