GH,XGH,GA,XGA,Side
2,1.16,0,0.19,1
1,0.50,4,4.09,0
4,2.31,1,1.00,1
1,1.45,1,1.96,0
1,1.09,0,0.42,1
3,2.29,0,1.55,0
0,1.14,0,0.66,1
1,1.17,0,0.87,0
1,3.03,2,1.84,1
5,3.16,1,2.11,0
2,1.93,0,1.11,1
2,0.70,4,2.71,0
3,3.99,0,1.11,0
2,0.97,0,0.97,1
0,1.04,1,0.46,0
1,1.25,0,0.59,1
2,1.02,2,1.40,0
0,2.20,2,2.29,1
1,0.69,2,0.76,0
2,1.60,0,0.40,1
2,1.20,4,2.38,0
3,2.99,0,0.67,1
1,1.02,3,1.45,0
1,1.75,2,3.23,1
1,1.44,2,2.75,0
0,0.79,1,1.25,1
1,2.03,4,2.61,0
2,3.02,0,0.32,1
3,4.63,2,1.37,1
2,1.77,1,0.85,0
2,1.70,1,0.68,1
1,0.65,1,1.21,0
3,1.94,0,0.54,1
0,0.57,0,1.54,0
1,1.55,0,0.46,0
3,3.14,2,0.64,1
3,2.54,1,0.90,0
0,0.84,2,1.72,1
