GH,XGH,GA,XGA,Side
1,0.43,1,0.65,0
2,1.50,0,1.04,1
2,1.16,1,1.05,0
1,1.62,0,0.69,1
1,1.09,0,0.42,0
1,0.90,0,0.20,1
2,1.23,2,1.79,0
3,2.75,1,1.59,1
0,0.26,2,1.85,0
1,1.24,1,0.51,0
1,1.46,0,0.78,1
2,3.95,1,0.69,0
1,2.64,3,2.57,1
3,1.33,0,0.98,0
0,0.81,4,3.17,1
1,0.52,3,1.82,1
1,1.03,0,0.71,0
1,1.68,0,0.36,1
3,2.68,2,2.42,0
3,2.18,0,0.65,0
2,1.20,4,2.38,1
2,2.80,2,1.35,0
2,1.70,1,0.63,1
0,1.44,0,0.24,0
1,1.02,1,0.98,1
3,2.93,1,1.45,1
1,0.59,1,0.88,0
0,0.67,1,1.34,1
2,1.36,0,0.28,0
1,1.49,1,1.62,1
1,1.36,2,0.41,0
2,0.62,1,1.10,1
2,2.06,2,2.21,0
1,1.88,1,2.81,1
1,2.16,1,2.04,0
3,1.72,0,0.85,1
0,0.56,2,2.84,0
2,1.06,0,0.32,1
