GH,XGH,GA,XGA,Side
2,2.46,1,1.15,0
2,1.68,2,1.70,1
4,2.31,1,1.00,0
0,1.22,1,0.53,1
1,1.78,0,0.78,0
2,1.18,1,0.40,1
1,2.09,0,0.41,0
1,1.19,0,0.41,1
1,1.18,1,0.97,0
2,1.16,0,1.46,0
1,1.35,1,0.41,1
0,0.49,0,1.40,0
1,0.92,0,0.39,1
2,1.85,4,1.67,0
1,1.49,1,1.11,1
0,1.24,0,0.98,0
1,1.13,1,0.70,1
1,1.68,0,0.36,0
1,1.95,0,0.44,1
3,2.04,1,0.82,0
2,0.42,2,0.49,1
1,1.87,2,0.87,0
3,2.08,0,0.13,1
3,1.88,0,1.05,0
1,1.51,1,0.68,1
1,2.26,0,1.75,1
1,1.36,0,0.10,0
0,0.45,2,1.78,1
0,0.79,2,1.28,0
1,1.85,0,0.90,1
1,0.91,1,0.83,0
1,0.65,1,1.21,1
2,0.93,1,1.10,0
0,0.52,1,0.16,1
0,0.39,0,0.28,1
0,0.30,3,1.29,0
0,0.56,2,2.84,1
2,1.30,1,0.92,0
