GH,XGH,GA,XGA,Side
2,1.46,1,0.45,0
1,1.69,0,0.39,1
3,3.22,1,1.08,0
2,1.32,4,1.85,1
4,1.94,2,2.37,0
0,0.69,3,2.98,1
1,0.88,1,0.85,1
0,1.95,1,0.87,0
1,1.20,0,0.81,1
2,2.01,0,0.94,0
1,0.40,1,0.81,1
3,2.53,2,1.77,0
1,1.44,1,0.75,0
1,0.88,5,2.97,1
2,1.79,2,0.65,0
1,1.67,0,0.92,1
1,1.92,0,1.13,1
1,0.95,4,3.41,0
1,1.11,0,1.58,0
0,0.80,2,1.65,1
3,1.72,0,1.06,1
1,0.96,3,2.66,0
0,0.49,4,2.66,1
1,1.06,3,0.92,0
2,1.18,2,0.77,1
1,1.21,1,1.48,0
1,0.45,2,2.01,1
3,3.68,2,1.25,0
2,2.32,3,2.17,1
2,0.78,1,1.25,0
3,2.16,0,0.30,0
1,1.21,0,0.31,1
2,1.14,2,1.43,0
0,0.67,0,0.10,1
0,1.36,0,0.65,0
1,2.21,0,0.45,1
0,1.04,4,3.29,1
1,1.71,2,1.67,0
