GH,XGH,GA,XGA,Side
2,1.95,1,1.10,0
1,1.46,2,0.85,1
1,0.61,1,1.39,0
0,1.04,3,2.85,1
1,2.53,0,0.96,0
2,1.51,3,1.79,1
1,1.19,1,0.88,1
2,2.30,0,0.59,0
1,1.20,0,0.81,0
1,0.85,4,2.48,1
1,2.65,2,1.14,0
3,0.95,0,1.25,1
2,2.02,0,0.29,0
2,1.43,1,1.14,1
3,2.18,0,0.67,0
0,0.47,1,1.22,1
1,1.14,0,1.08,1
3,2.32,1,0.49,0
4,2.72,1,0.47,0
2,1.91,2,2.33,1
1,1.14,3,1.23,1
2,1.33,0,0.44,0
0,0.23,0,0.68,1
0,2.46,4,0.84,0
0,0.20,4,1.73,1
2,1.70,0,0.51,0
0,0.74,2,2.48,1
0,1.03,0,1.19,1
1,1.96,0,0.35,0
2,0.93,0,0.70,0
0,0.98,3,1.69,1
2,1.14,2,1.43,1
1,0.83,0,0.45,0
0,1.67,1,1.53,1
0,1.22,2,1.96,0
0,1.04,2,0.34,1
2,3.84,0,0.27,0
5,2.74,1,0.69,0
