GH,XGH,GA,XGA,Side
2,0.74,1,2.46,1
0,1.14,2,2.19,0
0,0.27,1,2.47,1
1,0.45,1,0.91,0
1,0.97,4,3.63,1
5,4.65,1,0.16,0
0,0.27,2,1.99,1
6,2.93,1,0.39,0
0,0.70,2,1.04,1
1,1.15,0,0.25,0
2,0.56,1,2.03,1
3,0.95,0,1.25,0
1,0.42,1,1.40,1
1,1.95,0,0.22,0
3,2.17,3,1.50,1
3,2.83,0,0.57,0
1,1.92,0,1.13,0
0,0.35,3,2.22,1
2,0.85,2,1.28,1
3,0.88,1,0.99,0
3,1.19,1,1.43,1
2,1.47,0,0.31,0
0,1.48,0,0.40,0
2,1.89,0,1.13,1
2,3.12,0,0.47,0
1,1.59,1,0.47,1
3,1.81,1,1.12,0
2,1.99,1,1.44,1
4,2.63,0,0.53,0
2,0.78,1,1.25,1
4,2.23,2,1.31,1
3,2.34,1,0.36,0
3,2.02,1,1.18,0
2,1.42,0,1.16,1
0,1.25,0,0.47,0
0,1.22,2,1.96,1
4,2.73,0,0.52,0
1,0.81,7,3.89,1
