GH,XGH,GA,XGA,Side
0,0.99,1,0.68,0
1,2.02,2,1.84,1
0,0.70,0,0.40,1
1,0.99,0,1.48,0
4,1.94,2,2.37,1
1,0.98,1,0.27,0
1,1.19,1,0.88,0
1,1.30,1,1.32,1
2,2.30,1,0.69,0
0,0.60,4,2.48,1
1,0.63,2,0.78,0
4,1.41,0,0.57,1
1,0.42,1,1.40,0
3,1.18,1,1.48,1
1,0.55,0,0.21,0
3,1.78,1,1.07,1
0,0.60,2,0.98,1
1,1.98,0,0.69,0
1,0.37,2,0.67,0
3,0.88,1,0.99,1
4,2.65,0,0.17,0
2,1.33,0,0.44,1
1,1.18,1,1.25,0
1,1.85,0,1.11,1
2,1.18,2,0.77,0
2,1.61,1,1.23,1
0,0.37,2,1.39,1
3,2.18,0,0.13,0
3,2.12,1,1.00,1
0,0.99,0,0.20,0
2,0.69,0,1.48,0
0,2.02,1,0.91,1
0,0.59,1,1.30,1
0,0.81,1,0.57,1
2,1.09,2,0.83,0
0,0.53,1,1.77,1
3,2.58,1,0.39,0
2,1.75,1,1.61,0
