GH,XGH,GA,XGA,Side
0,1.05,1,1.72,1
2,0.20,0,0.94,1
3,2.66,0,0.18,0
1,0.45,1,0.91,1
3,1.99,0,0.46,0
2,0.57,0,0.78,1
0,0.61,1,1.85,1
3,4.21,1,1.03,0
2,0.91,1,0.75,1
0,2.72,0,0.33,0
3,2.26,2,2.06,1
4,1.41,0,0.57,0
1,0.48,2,2.26,1
2,1.13,0,0.77,0
3,2.15,2,1.00,1
1,1.67,0,0.92,0
2,1.51,1,1.17,0
1,0.28,0,0.70,1
4,2.72,1,0.47,1
2,0.62,1,0.64,0
1,0.46,0,0.96,1
2,1.86,1,1.30,0
1,1.83,0,0.78,1
2,1.66,1,1.48,0
1,0.91,1,0.80,1
1,1.59,1,0.47,0
3,1.45,2,0.93,0
2,0.97,1,0.83,0
0,1.03,0,1.19,0
0,0.45,2,2.36,1
1,0.35,0,1.17,1
0,0.68,0,0.81,0
3,1.67,1,1.15,0
0,0.34,2,2.25,1
0,0.63,2,1.39,0
2,1.09,2,0.83,1
2,1.55,1,1.15,0
1,1.71,2,1.67,1
