GH,XGH,GA,XGA,Side
1,0.79,1,1.12,0
1,2.26,0,0.36,1
1,0.59,1,1.93,1
0,1.02,4,2.77,0
1,2.53,0,0.96,1
1,0.36,2,1.42,0
2,1.70,0,0.91,1
1,1.30,1,1.32,0
0,0.52,0,0.75,0
1,1.70,1,0.74,1
1,0.68,1,1.20,0
3,2.53,2,1.77,1
2,1.25,1,0.42,0
5,3.98,0,0.03,1
1,1.05,0,0.72,0
3,2.83,0,0.57,1
2,1.51,1,1.17,1
1,0.40,4,1.61,0
1,1.26,4,3.07,0
2,1.01,0,0.91,1
4,2.65,0,0.17,1
2,2.53,2,1.12,0
0,0.23,0,0.68,0
1,2.10,0,0.50,1
2,2.38,0,0.62,0
4,1.89,0,0.74,1
3,1.70,2,0.81,1
2,1.64,1,0.84,1
0,0.45,2,2.36,0
1,0.87,3,2.22,0
4,1.19,0,0.37,1
4,3.29,0,0.21,1
0,0.32,1,1.01,0
2,3.46,0,0.59,1
1,2.21,0,0.45,0
2,2.11,1,1.04,1
1,0.73,6,2.65,0
1,0.81,7,3.89,0
