GH,XGH,GA,XGA,Side
2,1.95,1,1.10,1
1,1.31,4,2.17,0
3,3.22,1,1.08,1
1,1.01,2,1.89,0
4,3.39,0,0.39,1
1,1.11,3,2.58,0
2,1.70,0,0.91,0
1,2.69,1,0.14,1
1,1.15,1,0.56,1
0,0.60,4,2.48,0
1,2.50,1,0.21,1
1,0.43,2,1.39,0
1,0.48,2,2.26,0
1,2.24,3,1.28,1
4,2.61,2,0.97,0
2,1.62,0,0.50,1
2,1.52,1,0.61,1
0,0.35,3,2.22,0
1,0.26,0,0.35,0
2,0.62,1,0.64,1
4,0.57,0,0.57,0
2,2.53,2,1.12,1
0,0.49,4,2.66,0
2,2.88,1,0.11,1
0,0.15,2,2.95,0
0,0.74,2,2.48,0
0,1.30,0,0.34,1
1,2.55,1,1.94,1
2,0.74,2,1.40,0
2,1.37,1,2.26,0
3,2.34,1,0.36,1
0,0.62,3,2.74,0
0,1.42,0,0.42,1
2,1.18,2,3.11,0
5,2.70,0,0.24,1
2,1.99,1,1.63,1
3,2.58,1,0.39,1
0,0.83,5,3.27,0
