GH,XGH,GA,XGA,Side
0,0.39,1,1.76,0
1,1.92,0,0.22,1
1,0.83,2,2.33,0
4,4.01,1,0.87,1
4,2.23,1,2.52,0
2,3.48,1,0.59,1
2,1.58,1,3.87,0
5,4.62,2,2.84,1
3,1.65,1,1.30,1
0,0.19,2,2.08,0
3,3.08,0,0.28,1
0,1.26,4,3.28,0
4,2.95,0,0.62,1
1,0.85,1,2.08,0
2,0.87,2,1.22,1
4,4.35,0,0.46,1
0,0.14,0,1.00,0
4,4.73,0,0.33,1
6,4.44,0,0.89,1
1,1.12,2,2.55,0
2,1.19,1,1.02,1
0,0.80,2,1.40,0
6,5.54,1,1.49,1
1,0.87,3,2.41,0
1,1.09,2,3.30,0
2,2.34,1,1.30,1
1,1.18,5,4.53,0
0,0.36,4,2.46,0
6,4.61,0,0.28,1
2,0.98,2,2.14,0
1,0.88,2,1.57,1
1,0.30,0,1.37,0
1,4.06,2,1.12,1
0,2.20,8,5.76,0
6,6.13,0,0.62,1
0,0.08,2,2.08,0
5,2.59,0,0.20,1
0,0.38,3,3.23,0
