GH,XGH,GA,XGA,Side
1,1.50,1,1.63,1
5,3.15,0,0.94,0
1,0.75,0,0.66,1
0,1.81,0,0.19,0
1,1.12,2,0.26,1
1,1.76,2,1.65,0
0,1.29,2,1.69,0
1,1.87,3,1.85,1
1,1.07,1,1.11,0
1,1.24,3,4.02,1
0,0.89,1,0.88,0
0,0.13,1,2.26,1
0,1.11,1,0.94,0
1,2.42,1,0.54,1
1,2.12,0,0.37,0
0,0.38,0,1.02,1
4,4.35,0,0.46,0
0,1.53,4,1.49,1
1,1.29,0,0.60,0
0,0.81,0,0.84,0
1,0.21,1,3.35,1
2,1.08,1,0.77,0
1,1.01,0,1.13,1
2,3.23,2,0.60,0
1,0.95,1,0.41,1
2,2.46,2,1.42,1
0,0.78,3,1.92,0
2,0.84,0,0.36,1
3,2.15,1,1.10,0
0,1.65,1,1.33,1
5,4.55,1,0.69,0
1,0.62,0,1.18,1
1,1.75,1,1.54,0
1,1.92,0,0.22,1
2,2.03,0,0.39,0
0,0.08,2,2.08,1
1,2.68,1,1.14,0
2,1.59,1,1.29,1
