GH,XGH,GA,XGA,Side
1,0.89,3,1.81,1
1,0.80,2,1.28,0
1,0.82,3,1.49,1
1,3.04,0,1.77,0
0,0.39,3,2.65,1
1,2.08,0,0.99,0
1,0.83,1,0.94,1
3,1.39,3,2.51,0
1,1.07,1,1.11,1
1,1.72,1,0.68,0
2,0.83,1,0.48,0
2,0.81,0,1.35,1
2,1.41,2,0.56,0
0,0.60,2,1.93,1
1,0.73,2,0.75,0
0,0.34,2,2.25,1
4,1.29,1,0.69,0
2,0.77,1,2.32,1
4,4.73,0,0.33,0
5,2.02,1,0.43,0
3,2.75,2,1.58,1
1,1.95,0,0.91,0
1,0.75,2,1.68,1
3,2.55,0,1.48,0
1,2.00,2,1.72,1
0,0.82,1,1.84,0
2,1.88,0,0.13,1
2,0.84,0,0.36,0
1,0.79,1,0.70,1
2,1.40,2,1.58,1
1,1.38,1,0.62,0
0,0.61,0,1.06,1
3,1.61,0,0.47,0
5,3.16,1,1.05,1
2,1.97,1,0.74,0
3,2.05,2,1.75,1
1,0.90,4,2.16,0
0,0.38,3,3.23,1
