GH,XGH,GA,XGA,Side
0,0.33,0,1.54,1
0,0.89,0,0.26,0
0,1.11,1,1.49,1
2,0.83,3,1.62,0
2,2.91,1,0.53,0
1,1.76,2,1.65,1
1,2.00,2,1.63,0
3,1.39,3,2.51,1
3,2.82,0,0.16,0
1,1.51,0,0.48,1
1,1.22,0,0.40,0
0,1.99,3,2.67,1
2,1.14,1,0.66,0
3,3.86,1,0.42,1
2,2.15,0,0.07,0
2,1.18,0,0.40,0
1,1.86,2,2.18,1
2,1.53,0,0.96,0
5,3.15,1,0.69,0
5,4.14,1,0.83,1
0,2.05,1,1.06,0
1,0.67,1,0.23,1
2,2.39,2,1.73,1
1,0.87,3,2.41,1
1,0.95,1,0.41,0
2,1.69,4,1.39,1
2,1.88,0,0.13,0
0,0.66,2,1.34,1
1,0.46,0,0.96,0
2,1.90,1,0.26,1
0,1.87,0,0.63,0
0,0.81,1,1.04,1
1,0.55,1,0.86,0
2,1.22,1,1.76,1
6,6.13,0,0.62,0
2,0.35,0,0.99,1
1,1.26,1,0.51,0
2,1.52,0,0.72,1
