GH,XGH,GA,XGA,Side
0,0.57,0,0.94,0
0,0.89,0,0.26,1
1,0.75,0,0.66,0
2,1.35,3,1.89,1
0,0.39,3,2.65,0
0,1.09,0,0.61,1
3,1.90,1,1.04,0
0,0.49,2,1.58,1
0,1.08,4,3.29,0
2,1.14,3,1.44,1
2,0.80,0,0.50,0
2,1.39,0,1.13,1
4,2.95,0,0.62,0
2,2.37,1,0.29,1
1,0.76,1,1.83,0
0,1.02,2,0.80,1
3,3.42,1,0.58,0
2,0.92,2,1.32,0
2,2.82,0,0.84,1
1,2.76,1,1.07,1
5,4.14,1,0.83,0
2,1.08,1,0.77,1
0,0.21,5,2.03,0
3,2.55,0,1.48,1
0,0.51,1,0.90,0
1,0.87,1,1.22,1
3,1.93,0,1.01,0
1,2.23,1,0.33,1
1,0.38,0,0.56,0
0,0.59,1,2.23,1
1,1.83,2,0.39,0
1,0.30,0,1.37,1
2,1.24,1,0.87,0
1,1.23,2,1.59,1
0,0.66,0,0.64,0
0,0.50,1,1.59,1
2,1.67,1,2.18,1
0,0.92,1,0.95,0
