GH,XGH,GA,XGA,Side
0,0.83,1,0.66,0
3,3.86,0,1.00,1
3,1.21,1,1.12,0
1,1.94,1,0.29,1
0,1.01,6,3.50,0
3,2.12,0,0.30,1
2,1.44,0,1.05,0
2,2.35,0,0.74,1
1,0.20,2,0.60,0
0,1.51,0,0.00,1
0,1.19,1,2.24,0
4,2.57,0,0.18,1
2,1.52,0,0.67,1
1,0.87,2,2.30,0
2,1.88,0,0.30,1
3,0.54,0,1.22,0
2,3.50,2,0.51,1
2,0.91,1,1.69,0
5,2.04,0,0.10,1
0,0.38,1,0.76,0
0,0.73,2,1.98,0
1,1.35,1,0.57,1
1,0.30,3,2.94,0
2,2.85,1,0.32,1
0,0.93,3,1.07,0
0,1.19,0,0.12,1
1,0.77,5,3.52,0
1,3.27,0,0.58,1
1,0.23,2,1.35,0
2,1.47,1,1.21,1
4,2.71,0,0.59,1
0,0.59,2,0.82,0
2,0.34,3,2.67,0
2,2.81,0,1.01,1
3,1.18,1,1.32,0
5,5.36,0,0.10,1
0,0.31,5,5.07,0
1,2.00,1,1.70,1
