GH,XGH,GA,XGA,Side
2,2.50,2,0.70,1
0,0.32,1,0.55,0
3,1.21,1,1.12,1
1,0.68,4,1.49,0
3,1.86,0,0.21,1
4,2.20,0,1.17,0
2,1.21,1,1.76,1
0,0.34,7,3.13,0
3,1.40,1,0.29,0
6,2.90,2,1.21,1
1,0.30,1,1.24,0
6,4.51,0,0.33,1
0,1.14,3,1.59,0
4,2.36,0,0.72,1
1,1.17,1,1.13,0
5,1.77,0,0.31,1
0,0.67,4,2.86,0
1,1.28,3,1.81,1
2,3.35,1,2.02,1
1,1.57,4,2.19,0
4,2.51,0,0.20,1
1,1.35,1,0.57,0
3,1.87,0,1.29,1
1,1.19,2,1.44,0
5,2.38,0,0.33,1
1,0.64,1,1.24,0
1,0.31,2,2.07,0
4,2.49,0,0.49,1
2,0.68,1,0.73,1
0,0.25,3,2.96,0
0,1.50,1,1.75,0
2,2.12,1,1.30,1
1,0.63,2,1.58,0
3,2.80,1,0.97,1
0,0.50,3,3.36,0
4,2.29,0,0.61,1
2,2.76,0,0.35,1
2,2.25,3,2.59,0
