GH,XGH,GA,XGA,Side
0,0.29,1,1.32,1
1,0.88,0,0.52,0
4,2.00,2,2.38,1
3,0.61,1,0.80,0
0,1.68,0,0.97,1
3,2.12,0,0.30,0
3,1.91,0,1.11,1
3,0.54,3,1.40,1
1,1.42,1,0.58,0
1,1.40,0,2.36,1
0,2.01,0,0.62,0
3,2.31,3,0.56,1
1,1.13,0,1.18,0
3,1.68,2,0.76,0
1,1.17,1,1.13,1
3,2.03,3,1.31,0
1,0.64,2,2.51,1
2,2.04,1,1.22,0
2,1.35,0,1.15,1
1,1.00,1,0.95,0
0,1.21,0,0.69,1
2,2.65,3,1.51,0
1,0.30,3,2.94,1
2,1.71,1,0.90,0
2,1.06,0,1.79,1
4,5.09,2,0.34,0
3,1.72,1,0.39,0
0,0.90,1,0.63,1
1,1.50,1,1.11,0
0,0.84,1,1.68,1
1,1.46,1,0.43,0
1,1.57,2,1.25,1
2,2.12,1,1.30,0
3,1.26,2,1.27,1
0,1.55,0,0.55,1
4,2.97,0,0.87,0
2,0.87,0,1.40,1
0,1.46,0,0.63,0
