GH,XGH,GA,XGA,Side
0,0.38,3,2.32,0
2,2.84,0,0.46,1
4,2.00,2,2.38,0
1,0.99,3,1.57,1
0,0.79,0,0.98,0
5,2.33,1,0.51,1
1,1.51,0,1.42,0
2,1.75,0,1.08,1
2,1.68,0,0.23,0
1,1.85,3,1.22,1
1,0.99,2,1.78,0
2,2.82,1,0.64,1
0,0.52,1,1.57,0
1,0.87,2,2.30,1
0,0.94,6,4.08,0
1,0.90,0,0.84,1
1,1.28,3,1.81,0
2,1.44,0,0.76,1
3,1.77,2,2.08,0
3,1.98,1,0.92,1
1,1.94,2,1.64,1
2,1.50,0,1.44,0
4,3.17,0,0.32,1
2,1.31,1,1.65,0
4,5.09,2,0.34,1
5,3.38,0,0.39,1
1,1.10,1,1.68,0
4,1.39,0,0.92,1
2,1.47,1,1.21,0
1,0.86,1,2.55,0
0,0.54,3,2.62,0
1,1.14,4,1.79,1
0,0.00,3,3.00,0
1,0.63,2,1.58,1
1,1.55,2,0.58,0
3,2.56,2,0.28,1
1,1.24,3,2.08,0
3,1.58,3,2.02,1
