GH,XGH,GA,XGA,Side
1,0.52,2,1.79,1
0,2.10,0,0.23,0
1,1.19,0,1.97,1
2,1.83,2,1.62,0
0,0.20,1,0.25,1
1,1.20,2,1.77,0
1,0.64,1,1.57,1
1,1.20,2,2.38,0
1,1.06,0,1.15,1
2,1.13,4,1.91,0
1,2.58,1,0.35,0
1,1.52,1,1.58,1
0,1.06,3,2.71,0
1,0.90,0,1.75,1
0,0.29,1,3.50,1
2,1.82,1,0.58,0
2,2.63,2,0.95,1
3,2.43,1,1.64,0
3,3.14,3,2.79,1
2,2.94,1,0.57,0
1,2.29,1,0.77,1
0,0.72,1,1.56,0
5,1.44,2,1.07,1
1,1.52,1,2.44,0
1,1.18,1,0.92,0
0,1.10,2,1.28,1
1,1.64,0,0.26,0
1,1.27,1,1.64,1
2,2.56,0,1.61,1
2,2.78,0,0.60,1
2,1.86,1,0.91,0
3,3.41,1,1.25,1
1,0.97,3,3.01,0
2,0.87,0,0.44,0
5,1.55,1,0.54,1
1,2.55,4,1.24,0
3,2.09,2,2.04,1
3,2.65,1,2.20,0
