GH,XGH,GA,XGA,Side
1,0.92,1,0.80,1
2,2.10,1,1.39,0
1,0.58,1,0.48,1
3,1.53,3,1.11,0
0,1.58,4,2.44,1
3,1.99,0,0.32,0
2,1.00,1,1.13,1
2,1.59,0,0.17,0
1,1.43,0,0.44,1
0,1.12,2,1.65,0
1,2.91,1,1.39,1
1,1.52,1,1.58,0
2,1.44,1,1.41,1
2,1.00,2,0.27,0
2,1.85,1,0.81,1
3,1.97,3,1.04,0
5,3.19,0,0.98,1
4,2.81,3,1.64,0
1,1.01,1,0.91,1
1,1.16,1,0.99,0
2,1.36,1,0.47,1
3,0.86,0,1.03,0
3,0.91,1,0.36,1
2,1.17,1,0.99,0
0,1.16,0,1.19,1
0,0.05,0,0.28,0
0,0.25,1,0.51,1
1,1.79,0,1.26,0
1,1.83,2,1.72,1
1,0.45,3,1.86,0
2,1.86,1,0.91,1
1,1.12,0,1.80,0
2,2.48,2,1.06,1
0,0.40,0,1.66,0
2,4.54,3,1.40,1
0,1.45,1,1.73,0
2,1.04,3,1.00,1
1,0.51,2,2.89,0
