GH,XGH,GA,XGA,Side
2,1.69,0,0.69,1
2,1.11,0,0.20,0
1,0.69,0,0.44,1
0,0.94,1,1.06,0
4,1.06,2,1.86,1
1,0.84,1,2.09,1
1,1.39,0,0.92,0
2,0.89,0,0.51,1
3,2.83,0,0.27,0
2,1.13,4,1.91,1
1,2.91,1,1.39,0
1,0.40,1,1.38,1
2,2.44,0,0.25,0
1,1.37,2,1.49,0
1,0.81,2,0.83,1
2,1.18,2,1.49,0
0,0.86,1,0.90,1
1,1.27,1,0.73,0
2,0.90,2,1.08,1
1,1.78,2,0.71,0
0,0.49,0,0.90,1
3,0.89,1,0.34,0
0,0.67,1,1.95,1
1,1.26,0,0.38,0
3,1.20,2,1.12,1
0,0.74,0,0.27,0
2,2.05,2,1.24,1
1,1.27,1,1.64,0
1,1.22,0,0.54,0
1,0.45,3,1.86,1
1,1.00,1,0.22,0
2,1.43,1,0.52,1
1,0.59,2,2.27,1
0,0.82,1,2.75,0
1,1.90,4,4.31,1
2,2.53,1,1.03,0
0,0.57,1,0.73,1
4,1.21,3,0.55,0
