GH,XGH,GA,XGA,Side
0,0.50,1,2.37,0
2,1.11,0,0.20,1
0,0.28,1,1.44,0
3,2.23,0,0.01,1
0,1.01,3,2.69,0
3,3.05,2,1.77,1
1,0.76,1,1.94,0
2,1.59,0,0.17,1
1,1.06,0,1.15,0
0,0.77,2,1.51,0
7,2.12,0,0.14,1
0,0.59,3,1.29,0
2,1.80,1,1.06,1
0,0.30,0,0.38,0
1,1.64,1,0.25,1
1,0.70,3,1.31,0
1,1.64,1,1.07,1
1,1.10,3,0.85,0
4,1.46,0,0.11,1
2,2.34,0,0.63,1
0,0.49,0,0.90,0
3,2.00,1,0.32,1
2,1.06,2,2.24,0
2,2.44,1,0.86,1
1,0.36,1,0.63,0
1,0.78,0,0.09,1
0,0.25,1,0.51,0
1,1.64,0,0.26,1
2,2.07,0,0.45,1
1,0.32,0,0.91,0
2,0.64,0,0.49,1
2,1.70,1,1.63,0
3,1.69,2,2.05,1
0,0.91,1,1.15,0
1,0.41,1,1.82,1
1,1.95,2,1.82,0
3,1.70,1,1.97,1
2,1.30,2,1.99,0
