GH,XGH,GA,XGA,Side
3,2.01,1,2.04,0
3,1.55,0,0.15,1
1,1.19,0,1.97,0
0,0.94,1,1.06,1
0,1.58,4,2.44,0
3,1.60,2,1.67,1
0,0.57,2,1.86,0
2,1.17,1,0.50,1
1,1.75,1,0.89,0
4,2.21,2,1.38,1
2,0.48,1,0.37,0
0,0.59,3,1.29,1
0,0.34,0,0.56,0
1,1.34,2,1.78,0
3,2.33,0,0.22,1
2,1.07,2,0.26,0
3,2.03,0,0.05,1
2,0.63,2,1.48,0
0,1.03,1,0.99,1
3,2.62,1,0.10,1
2,0.97,1,0.28,0
0,0.72,1,1.56,1
0,0.67,1,1.95,0
2,1.17,1,0.99,1
0,0.81,3,3.95,0
4,3.70,0,0.20,1
0,0.40,2,1.45,0
2,1.72,0,0.14,1
1,0.37,3,4.45,0
4,1.65,0,0.90,1
2,0.64,0,0.49,0
1,1.88,1,0.20,1
4,1.87,0,0.41,1
1,1.60,1,1.57,0
1,1.30,2,2.23,1
0,1.12,1,1.03,0
1,1.42,2,1.33,1
2,2.96,4,1.64,0
