GH,XGH,GA,XGA,Side
2,1.69,0,0.69,0
0,0.59,1,1.37,1
2,2.04,2,2.58,0
2,2.03,2,0.58,1
1,0.84,1,1.67,0
3,1.99,0,0.32,1
1,0.64,1,1.57,0
0,0.46,4,1.50,1
3,3.31,1,1.84,0
0,0.77,2,1.51,1
2,0.48,1,0.37,1
0,0.81,2,0.85,0
0,1.28,0,0.68,1
2,1.36,2,1.96,0
0,1.05,0,0.45,1
1,1.66,1,1.28,0
0,1.40,0,0.94,1
1,0.99,0,0.33,0
0,0.75,0,0.96,1
1,1.78,2,0.71,1
1,0.71,1,1.07,0
2,1.46,0,0.63,1
1,0.91,1,1.07,0
3,2.17,0,0.29,1
0,1.16,0,1.19,0
1,1.18,1,0.92,1
1,0.98,1,0.67,0
3,2.09,1,0.62,1
2,2.07,0,0.45,0
4,1.65,0,0.90,0
2,1.07,2,1.03,1
2,1.88,2,2.45,0
4,1.20,2,1.02,1
0,0.96,1,1.26,0
2,1.16,3,1.13,1
2,1.19,1,1.21,0
1,1.66,1,0.50,1
4,3.07,3,2.04,0
