GH,XGH,GA,XGA,Side
1,1.28,0,0.45,1
2,2.40,2,0.81,1
1,3.18,1,0.76,0
1,0.94,1,1.89,1
3,1.79,0,0.57,1
4,2.24,0,0.38,0
0,1.03,2,2.53,1
0,2.47,0,0.91,0
1,0.64,1,0.82,1
2,1.42,2,0.91,0
1,0.65,2,1.62,1
0,0.94,2,1.01,0
0,1.15,5,2.88,1
0,0.86,0,0.44,0
1,1.11,2,1.98,1
0,2.44,0,1.12,0
0,0.84,0,0.28,1
3,2.12,0,0.68,0
0,1.87,1,0.29,1
2,3.14,1,1.18,0
2,1.21,2,1.06,0
2,1.32,2,1.32,1
3,3.85,1,0.19,0
3,2.19,0,0.64,0
0,0.83,2,2.03,1
1,2.28,0,0.29,0
1,2.04,1,1.06,1
0,1.61,1,0.80,0
2,1.71,1,1.91,1
1,0.92,1,1.92,0
2,1.83,1,1.56,1
3,1.12,0,0.68,0
1,1.29,0,0.55,1
1,1.78,3,1.50,0
2,1.83,1,0.98,1
0,1.32,3,1.41,0
5,3.51,4,1.96,1
4,4.51,2,0.26,0
