GH,XGH,GA,XGA,Side
2,2.57,2,0.85,1
1,1.67,0,0.33,1
2,1.72,0,0.31,0
0,1.90,1,1.36,1
0,0.47,0,1.24,0
0,0.91,3,1.29,1
3,2.56,3,1.32,0
1,1.78,2,1.23,1
1,1.93,2,1.63,0
2,2.26,1,1.58,1
1,0.65,2,1.62,0
1,1.13,1,1.35,1
2,1.21,2,1.44,0
2,0.42,3,1.71,1
0,0.35,1,1.50,0
1,0.37,0,0.26,1
4,2.48,1,0.34,0
2,1.59,1,1.67,0
6,3.87,0,0.14,1
1,1.37,1,0.78,0
0,0.72,0,0.69,0
2,3.08,0,0.35,1
1,2.28,0,1.58,0
3,1.35,0,0.60,1
6,3.04,1,0.76,0
1,1.25,0,0.42,1
0,0.55,2,0.30,0
2,1.04,0,0.70,1
6,3.51,3,1.70,0
1,0.92,1,1.92,1
5,3.53,0,0.59,0
0,0.46,1,1.37,1
1,0.91,2,1.79,0
0,1.95,2,0.95,1
1,2.52,1,2.07,0
1,1.57,4,1.82,1
0,0.60,1,0.90,1
1,1.09,2,1.64,0
