GH,XGH,GA,XGA,Side
1,1.32,0,0.99,1
0,1.30,1,1.22,0
1,1.56,2,0.39,1
1,0.38,0,0.24,0
0,0.47,0,1.24,1
0,0.86,2,1.59,0
0,0.42,0,0.55,1
0,1.14,2,1.94,0
1,0.80,0,0.73,1
2,1.73,1,1.03,0
3,2.31,0,1.32,0
0,1.32,3,2.59,1
1,1.34,0,0.91,0
3,1.23,1,0.95,1
1,0.92,0,0.12,0
0,0.84,0,0.28,0
1,0.98,0,0.71,1
3,2.01,2,1.77,0
2,1.75,2,1.42,0
3,0.78,2,1.40,1
0,1.09,0,0.10,0
0,0.11,1,1.47,1
3,1.35,0,0.60,0
1,1.19,3,1.95,1
0,1.52,0,0.13,1
4,2.70,0,0.75,0
2,1.04,0,0.52,1
2,1.26,0,1.35,0
2,1.74,1,0.45,1
0,0.82,1,0.08,1
3,2.70,1,0.65,0
1,1.75,0,0.79,1
2,1.38,1,0.21,0
0,0.72,0,0.98,1
2,1.77,1,2.02,0
0,1.32,3,1.41,1
3,2.78,2,1.44,0
3,1.24,2,1.80,1
