GH,XGH,GA,XGA,Side
2,1.31,0,0.15,0
2,1.54,1,0.26,1
3,1.59,1,0.82,0
2,2.74,1,0.38,1
0,3.39,1,1.21,0
4,2.24,0,0.38,1
4,2.00,4,2.06,0
3,2.25,6,1.95,1
2,0.78,0,0.62,1
1,0.73,0,0.38,0
2,0.84,2,0.83,1
5,2.62,0,0.69,0
2,1.21,2,1.44,1
1,2.48,0,0.35,0
0,0.28,1,0.79,1
0,1.07,2,1.97,0
0,1.27,2,3.02,1
3,1.29,5,1.64,0
3,2.01,2,1.77,1
0,0.31,5,2.51,1
3,2.74,2,1.30,0
2,0.53,1,1.40,1
0,1.29,1,0.87,0
3,2.47,5,1.84,1
0,0.83,2,2.03,0
0,0.35,0,0.40,1
2,1.13,0,0.37,0
1,0.78,3,1.72,0
3,0.76,0,0.18,1
0,1.84,1,0.79,0
2,2.27,0,0.50,1
0,0.46,1,1.37,0
1,1.38,0,0.02,1
0,1.24,0,0.67,0
2,1.91,1,0.59,1
2,1.08,0,0.18,0
2,1.20,2,1.76,1
3,1.24,2,1.80,0
