GH,XGH,GA,XGA,Side
1,2.52,1,1.09,1
0,1.47,1,1.22,0
3,2.84,0,0.69,1
0,1.90,1,1.36,0
1,1.39,0,0.37,1
2,1.54,0,0.37,0
2,2.50,0,0.43,1
1,1.12,0,1.80,0
4,1.73,0,0.88,0
2,1.73,1,1.03,1
2,1.95,1,0.35,0
2,1.48,1,2.35,1
2,2.07,3,1.82,0
2,1.53,0,0.66,1
5,3.54,0,0.38,0
0,2.44,0,1.12,1
3,1.86,1,0.30,0
3,1.29,5,1.64,1
1,0.61,0,0.80,0
0,1.09,3,1.55,0
1,1.77,1,0.78,1
5,1.72,1,1.73,0
1,2.28,0,1.58,1
1,1.08,2,2.84,0
2,1.06,5,3.05,1
0,0.30,1,0.90,0
2,2.46,0,0.51,1
0,1.10,2,1.13,1
2,1.74,1,0.45,0
2,3.69,2,1.49,1
4,2.32,0,1.74,0
2,1.85,2,1.13,1
0,1.90,0,1.79,0
2,1.83,1,0.98,0
1,1.66,0,0.64,1
3,2.42,2,2.28,1
2,1.20,2,1.76,0
1,2.46,0,1.09,1
