GH,XGH,GA,XGA,Side
0,1.48,3,2.39,0
2,3.39,2,0.91,1
1,3.18,1,0.76,1
1,0.38,3,2.88,0
0,3.39,1,1.21,1
1,0.70,2,2.72,0
2,3.03,0,0.28,1
1,0.86,2,2.22,0
3,1.54,0,0.36,1
2,2.26,1,1.58,0
3,2.53,0,0.13,1
0,0.75,0,1.41,0
3,3.02,2,0.54,1
0,1.34,0,1.88,0
5,3.54,0,0.38,1
0,1.30,3,3.71,1
2,2.02,2,1.96,0
0,2.35,1,0.86,1
7,3.18,1,1.84,1
1,1.41,4,2.71,0
2,1.32,2,1.32,0
5,5.31,2,0.98,1
3,2.47,5,1.84,0
1,1.19,3,1.95,0
4,3.51,0,0.62,1
1,0.79,0,1.11,0
3,2.02,1,0.84,1
1,1.39,2,1.80,0
6,3.51,3,1.70,1
0,0.91,3,3.88,0
1,2.35,1,1.30,1
1,1.18,2,2.30,0
1,1.43,1,0.93,1
2,1.77,1,2.02,1
2,1.31,2,1.69,0
3,2.42,2,2.28,0
6,1.96,0,0.20,1
2,1.36,2,1.06,0
