GH,XGH,GA,XGA,Side
0,0.91,1,1.48,1
1,1.67,0,0.33,0
1,0.90,3,1.90,1
1,1.55,0,0.44,0
5,3.41,0,0.82,0
3,2.36,3,1.93,1
2,2.50,0,0.43,0
0,1.14,2,1.94,1
2,2.19,0,0.63,0
2,2.04,1,1.07,1
2,1.19,0,0.59,0
3,1.74,2,1.29,1
3,3.02,2,0.54,0
0,0.86,0,0.44,1
0,1.72,2,1.86,0
0,1.07,2,1.97,1
1,2.13,0,0.30,0
0,1.10,1,0.30,1
1,1.37,0,0.38,0
1,1.44,1,1.37,0
0,0.72,0,0.69,1
1,0.31,0,0.84,0
0,0.41,1,0.51,1
1,1.15,2,1.19,1
2,0.62,1,1.39,0
0,0.30,1,0.90,1
2,1.04,0,0.52,0
0,0.54,2,2.42,1
0,1.38,0,0.48,0
1,1.54,0,0.37,1
3,2.38,2,0.66,0
1,1.18,2,2.30,1
1,1.29,0,0.55,0
2,1.01,0,1.25,1
2,1.91,1,0.59,0
0,1.67,3,1.75,1
4,3.97,1,1.72,0
0,0.80,1,1.44,1
