GH,XGH,GA,XGA,Side
1,2.52,1,1.09,0
0,1.30,1,1.22,1
5,5.55,0,0.75,0
2,0.71,1,0.86,1
0,1.92,0,0.99,0
4,3.03,1,1.41,1
2,3.03,0,0.28,0
0,2.47,0,0.91,1
1,1.34,1,0.61,0
1,0.73,0,0.38,1
1,1.02,0,0.68,0
0,1.15,2,1.27,1
1,1.27,0,0.84,1
3,1.70,1,0.27,0
0,0.35,1,1.50,1
2,1.47,2,2.13,0
1,0.93,0,0.80,1
0,1.10,1,0.30,0
1,0.54,1,1.22,1
0,1.09,3,1.55,1
3,0.78,2,1.40,0
1,0.93,1,0.71,1
2,2.33,2,0.24,0
1,1.28,1,1.16,1
0,1.76,0,0.37,0
1,0.79,0,1.11,1
1,2.04,1,1.06,0
2,2.49,1,0.95,1
3,0.76,0,0.18,0
0,0.64,0,0.54,1
1,1.99,0,1.15,0
1,0.70,0,0.52,0
0,0.47,1,0.29,1
0,1.95,2,0.95,0
1,2.35,1,1.75,1
0,0.39,2,1.02,0
4,3.97,1,1.72,1
0,0.85,1,1.09,0
