GH,XGH,GA,XGA,Side
2,0.55,1,0.38,0
2,1.90,2,2.24,1
0,0.41,1,0.67,0
2,1.75,8,2.06,1
2,1.19,1,1.04,0
0,0.96,1,0.72,1
4,3.90,1,0.23,0
3,0.99,0,0.56,1
0,0.41,0,0.09,0
1,0.76,2,1.58,1
0,1.23,0,0.22,0
0,0.43,0,0.63,1
2,1.07,0,0.10,0
0,2.64,1,0.38,1
1,0.76,0,0.91,1
3,2.75,0,0.67,0
1,0.60,0,1.00,1
0,0.77,0,1.07,0
0,0.58,4,2.25,1
2,1.87,2,0.26,1
1,1.32,2,2.39,0
2,2.24,0,0.10,1
2,1.48,0,0.62,0
0,1.08,2,1.93,1
0,0.39,0,1.93,0
3,2.49,4,3.05,1
2,2.87,0,0.18,0
0,0.90,0,1.55,1
2,1.29,1,1.17,0
1,0.47,1,1.37,1
2,1.01,2,1.51,0
1,0.84,2,1.52,1
1,1.32,1,1.16,0
4,3.22,0,0.73,0
1,0.61,1,0.42,1
1,0.76,1,0.44,0
2,0.77,0,0.08,1
2,2.44,2,0.61,0
