GH,XGH,GA,XGA,Side
3,1.92,1,0.67,0
1,1.32,0,1.31,1
2,2.04,0,0.30,0
0,0.23,3,1.54,1
2,2.09,0,0.40,0
1,0.70,0,0.62,1
1,1.46,1,0.38,1
1,1.29,2,1.20,0
0,0.42,1,1.58,1
1,0.76,2,1.58,0
0,0.70,0,0.89,1
2,0.66,1,0.58,0
1,0.70,2,0.52,1
1,1.12,1,0.24,0
0,0.11,0,1.87,1
1,1.52,1,0.92,0
1,0.52,2,2.59,1
2,0.86,1,0.27,0
0,0.54,3,2.41,1
2,2.05,1,0.47,1
1,1.93,0,0.82,0
2,3.05,1,0.40,1
1,2.15,0,0.65,0
2,1.43,1,0.71,1
3,1.62,2,2.02,0
1,1.13,2,0.76,0
0,1.19,1,0.44,1
2,2.10,0,0.26,0
2,1.29,1,1.17,1
0,0.55,1,1.01,0
1,1.42,1,1.11,1
4,4.04,0,0.04,0
0,0.83,1,0.37,1
6,2.78,0,0.58,0
1,0.78,2,1.73,1
2,1.40,0,0.87,0
1,1.04,1,0.45,1
7,3.13,3,0.98,0
