GH,XGH,GA,XGA,Side
0,0.36,0,0.90,1
2,1.90,2,2.24,0
2,1.42,3,0.57,1
4,4.38,2,1.41,0
2,3.18,1,1.06,1
0,0.64,2,1.39,0
0,0.52,2,2.98,1
0,0.43,1,0.47,0
4,3.90,0,0.40,0
2,1.22,3,2.50,1
5,2.70,1,0.84,0
1,0.87,0,0.70,1
0,0.80,1,1.26,0
0,1.41,1,1.58,1
3,3.02,0,0.60,0
1,1.38,3,2.26,1
1,0.52,2,2.59,0
0,1.79,1,0.57,1
0,0.57,1,0.71,0
3,1.49,1,0.70,0
1,1.32,2,2.39,1
2,2.97,0,0.41,0
2,1.25,0,2.06,1
1,1.94,0,0.14,0
4,2.10,2,1.56,1
6,5.20,1,0.96,0
3,3.08,1,1.13,1
1,0.58,0,0.79,1
1,1.32,2,1.33,0
0,1.20,2,1.94,1
6,6.57,1,0.96,0
2,2.63,0,0.37,1
2,3.22,0,1.38,0
1,0.49,1,1.26,1
1,0.76,1,0.61,0
2,1.40,0,0.87,1
1,1.05,2,2.21,0
2,1.01,4,1.55,1
