GH,XGH,GA,XGA,Side
1,1.17,1,1.75,0
3,1.97,0,1.13,1
3,1.86,1,1.09,1
0,0.23,3,1.54,0
3,1.26,0,0.12,1
1,0.76,1,0.55,0
3,1.02,1,1.69,1
3,0.99,0,0.56,0
3,1.19,1,0.50,1
1,0.95,3,0.34,0
0,0.77,0,0.77,1
2,1.08,1,1.48,0
0,1.15,1,1.95,1
1,1.18,1,0.65,0
3,3.02,0,0.60,1
0,0.32,1,1.49,0
2,0.71,1,2.63,1
1,2.23,1,0.30,0
3,2.24,2,0.82,1
3,2.66,1,1.98,1
1,1.69,0,0.66,0
1,1.58,2,1.49,0
1,2.15,0,0.65,1
1,1.08,2,1.89,0
2,1.35,0,0.38,1
1,0.99,1,0.56,0
2,2.87,0,0.18,1
0,0.25,4,2.38,0
0,1.27,0,0.28,1
1,1.31,1,1.13,0
3,0.82,0,0.34,1
2,2.05,0,1.38,0
4,1.97,0,0.21,1
1,0.49,1,1.26,0
3,1.41,1,1.00,1
2,2.73,2,1.60,0
1,2.19,1,0.59,1
2,1.39,3,2.17,0
