GH,XGH,GA,XGA,Side
3,3.09,1,0.70,0
3,3.48,1,1.54,1
2,1.78,1,2.20,0
1,1.93,1,1.45,1
1,2.07,3,1.99,0
1,1.77,2,1.47,1
1,2.24,2,1.03,1
1,1.11,3,2.46,0
4,2.93,0,0.25,1
1,2.21,4,1.94,0
2,1.83,1,1.14,1
3,2.69,3,1.68,0
1,2.36,1,2.16,1
2,0.52,2,2.10,0
0,3.93,0,0.58,1
1,2.39,1,1.91,0
1,2.21,1,0.96,1
1,1.16,3,3.31,1
2,1.77,4,3.27,0
1,1.64,1,1.18,1
3,2.00,3,2.48,0
3,3.59,0,0.41,1
1,1.91,1,1.31,0
3,2.31,2,1.76,0
2,2.64,1,0.79,1
1,1.36,1,2.90,0
4,2.45,1,1.71,1
0,0.65,4,3.61,0
2,3.53,0,0.31,1
2,2.02,5,1.87,0
1,3.39,4,2.05,1
2,1.24,2,3.24,0
0,1.81,1,0.93,1
4,2.88,2,1.64,0
