GH,XGH,GA,XGA,Side
4,1.96,1,1.46,0
1,2.25,1,1.44,1
3,2.35,2,0.95,1
1,1.80,1,1.88,0
2,3.13,0,0.64,1
1,1.77,2,1.47,0
6,3.18,0,0.39,1
0,0.27,0,1.10,0
0,0.76,0,0.75,1
0,1.79,3,3.76,0
3,2.55,0,0.44,1
1,1.54,0,0.65,0
2,2.40,0,0.63,1
3,2.03,0,1.23,0
4,4.48,1,1.34,1
1,1.81,0,0.72,0
3,1.94,2,2.10,1
0,0.78,1,1.02,1
0,0.29,4,2.03,0
0,0.14,3,2.35,0
0,1.59,0,0.50,1
1,1.37,3,1.32,0
1,1.91,1,1.31,1
0,1.03,1,0.92,0
0,2.35,0,0.18,1
0,1.01,1,1.69,0
5,5.04,0,0.90,1
2,2.13,4,1.44,0
2,2.11,0,0.39,1
1,2.20,2,2.13,0
2,2.05,1,0.87,1
3,1.72,3,2.75,0
0,0.61,0,1.72,1
2,1.20,1,1.85,0
