GH,XGH,GA,XGA,Side
2,1.31,1,1.86,1
1,0.88,3,2.14,0
2,2.24,2,0.59,1
1,0.83,3,2.27,1
0,0.36,0,1.20,0
2,0.80,2,0.85,1
2,1.10,0,0.35,0
1,0.82,3,2.76,1
0,0.25,3,1.75,0
0,0.44,1,1.19,1
2,2.09,1,2.99,0
1,1.54,0,0.65,1
1,1.54,2,1.73,0
2,0.52,2,2.10,1
0,0.60,2,0.70,0
2,1.58,0,0.33,1
2,0.38,3,2.67,0
2,3.03,1,1.73,0
0,1.19,3,3.00,1
0,1.70,1,1.18,0
3,0.82,3,1.92,0
3,2.14,0,0.72,1
0,1.18,3,0.79,0
1,1.17,1,1.84,1
6,3.78,0,0.16,0
5,3.88,2,1.94,1
2,1.45,0,0.17,0
3,1.44,1,1.54,1
2,2.11,0,0.39,0
1,2.01,1,1.62,1
1,3.39,4,2.05,0
2,1.18,0,0.57,1
3,0.68,0,0.34,0
8,4.15,1,0.67,1
