GH,XGH,GA,XGA,Side
1,1.91,1,0.84,0
0,0.46,0,0.84,1
3,2.35,2,0.95,0
2,1.65,0,0.56,0
1,2.07,3,1.99,1
4,2.76,1,0.61,0
3,2.04,1,0.69,1
2,2.39,2,1.07,0
1,0.62,2,1.46,1
3,2.95,1,1.18,0
2,2.09,1,2.99,1
4,1.71,1,0.46,0
0,0.54,2,2.11,1
1,3.28,1,2.24,0
0,0.63,4,4.18,1
1,1.63,1,2.02,0
0,0.67,1,1.13,1
0,0.52,1,2.17,1
5,2.90,1,0.82,0
0,0.14,3,2.35,1
2,1.43,0,0.98,1
3,3.59,0,0.41,0
0,0.39,3,2.34,1
5,2.67,1,0.61,0
2,0.67,3,2.44,1
3,1.36,1,1.49,0
0,0.76,1,0.86,1
3,1.44,1,1.54,0
0,1.37,1,1.76,1
0,1.08,0,0.53,0
1,0.88,0,2.94,1
3,5.36,1,0.87,0
3,2.30,0,0.67,1
2,2.17,1,1.04,0
