GH,XGH,GA,XGA,Side
2,3.34,0,1.06,0
1,0.88,3,2.14,1
3,1.40,1,0.78,0
1,1.29,0,0.76,1
1,1.75,2,1.48,0
2,1.34,4,2.98,1
0,0.50,0,0.55,0
2,2.39,2,1.07,1
2,1.50,6,4.07,0
1,2.21,4,1.94,1
3,2.55,0,0.44,0
2,2.63,0,0.39,1
1,0.68,1,1.39,0
1,1.54,0,0.77,1
2,3.60,1,0.74,0
1,1.84,2,0.68,0
3,1.82,1,1.27,1
0,1.21,1,0.75,1
0,1.19,3,3.00,0
3,1.28,1,1.87,1
1,1.88,5,3.30,0
2,1.90,0,0.21,1
3,1.05,2,1.26,0
2,3.26,0,0.26,1
2,0.67,3,2.44,0
1,0.92,3,1.31,1
4,2.45,1,1.71,0
2,2.13,4,1.44,1
0,0.44,1,2.54,0
2,1.51,0,0.25,1
1,0.28,4,2.93,0
6,2.79,1,0.17,1
1,1.62,1,1.79,1
1,1.20,5,2.37,0
